	code	representative
13350	4uy5_1	4uy5_1
13351	5lth_1	5lth_1
13352	1bl0_1	1bl0_1
13353	4qdj_1	4qdj_1
13354	3ogz_1	3oh0_1
13355	3oh0_1	3oh0_1
13356	1wk9_1	1wka_1
13357	1wka_1	1wka_1
13358	1kmo_1	1kmo_1
13359	2xv4_1	2xv4_1
13360	1eni_1	1eni_1
13361	2a8e_1	3mqz_1
13362	2r7f_1	2r7f_1
13363	5dw7_1	5dw7_1
13364	1enk_1	1eni_1
13365	2end_1	1eni_1
13366	1enj_1	1eni_1
13367	5c4r_1	5c4r_1
13368	4x7g_1	5c4r_1
13369	2zq5_1	2zq5_1
13370	2de2_1	2de2_1
13371	3u1l_1	3u1l_1
13372	2wok_1	2wok_1
13373	1g8p_1	1g8p_1
13374	3zpj_1	3zpj_1
13375	4u4e_1	4u4e_1
13376	5f18_1	5f18_1
13377	3bqw_1	3bqw_1
13378	2a7m_1	2xf4_1
13379	3iqd_1	3iqd_1
13380	3c7a_1	3iqd_1
13381	4z3n_1	4z3n_1
13382	2ns0_1	2ns0_1
13383	2jay_1	2jay_1
13384	2i7x_1	2i7x_1
13385	1n0u_1	1n0u_1
13386	3qjy_1	3qjy_1
13387	3m4y_1	3qjy_1
13388	3qia_1	3qjy_1
13389	1vdz_1	3qjy_1
13390	3se0_1	3qjy_1
13391	3sdz_1	3qjy_1
13392	3mfy_1	3qjy_1
13393	3ikj_1	3qjy_1
13394	3qg1_1	3qjy_1
13395	3nd8_1	3qjy_1
13396	3nd9_1	3qjy_1
13397	3i4l_1	3qjy_1
13398	3ivf_1	3ivf_1
13399	2hw2_1	2hw2_1
13400	4i2w_1	3now_2
13401	1i82_1	1i82_1
13402	1x0t_1	1x0t_1
13403	3e9f_1	3e9f_1
13404	2ga8_1	2ga8_1
13405	3uif_1	3e4r_1
13406	2r60_1	2r60_1
13407	4xhp_1	4xe8_1
13408	4xe8_1	4xe8_1
13409	4xe7_1	4xe8_1
13410	3zh9_1	3zh9_1
13411	2p8t_1	2p8t_1
13412	3wwl_1	3wwl_1
13413	2w1n_1	2w1n_1
13414	3kyl_1	3kyl_1
13415	5hwy_1	3v5u_1
13416	5hwx_1	3v5u_1
13417	5jdf_1	3v5u_1
13418	5hxc_1	3v5u_1
13419	3v5u_1	3v5u_1
13420	1qhu_1	1hxn_1
13421	2ixu_1	4cnl_1
13422	2ixv_1	4cnl_1
13423	1oba_1	4cnl_1
13424	2vbs_1	2oyn_1
13425	3crv_1	2vl7_1
13426	3vhj_1	3vhj_1
13427	5iky_1	4nnc_2
13428	3eqm_1	3eqm_1
13429	5mpt_1	5mpt_1
13430	3o59_1	3o59_1
13431	5g5t_1	5g5s_1
13432	1q1h_1	1q1h_1
13433	2es9_1	2es9_1
13434	3u3l_1	3u3l_1
13435	2cwy_1	2cwy_1
13436	4w9z_1	4w9z_1
13437	3oep_1	2phc_1
13438	3id1_1	3id1_1
13439	1wn9_1	1wn9_1
13440	1cec_1	1cec_1
13441	1cen_1	1cec_1
13442	3hyi_1	3hyi_1
13443	5ax2_1	5ax2_1
13444	3pdd_1	3pdd_1
13445	3l78_1	3l78_1
13446	5azb_1	5azb_1
13447	3csr_1	3csr_1
13448	3i0m_1	3hue_1
13449	3hue_1	3hue_1
13450	3d1p_1	3rze_1
13451	5a2e_1	5a2e_1
13452	1whz_1	1whz_1
13453	3k8u_1	3k8u_1
13454	5fep_1	5fep_1
13455	5few_1	5fep_1
13456	4ogc_1	4ogc_1
13457	4a15_1	4a15_1
13458	5jp6_1	5jp6_1
13459	4reg_1	4reg_1
13460	3uxu_1	3uxu_1
13461	4pj3_1	4pj3_1
13462	1a41_1	2h7f_1
13463	3lod_1	3lod_1
13464	4dtf_1	4dtl_1
13465	2f6h_1	2f6h_1
13466	1yht_1	1yht_1
13467	1y8c_1	3rze_1
13468	3qdh_1	3qdh_1
13469	1opm_1	1sdw_1
13470	1yip_1	1sdw_1
13471	4e4z_1	1sdw_1
13472	3hjr_1	3hjr_1
13473	2vb2_1	2vb2_1
13474	2ww5_1	4cnl_1
13475	2wwc_1	4cnl_1
13476	5wwn_1	5wwn_1
13477	2znl_1	2znl_1
13478	2oaj_1	2oaj_1
13479	3idw_1	3idw_1
13480	1ps3_1	1ps3_1
13481	3tjm_1	2cb9_1
13482	3iv4_1	3iv4_1
13483	4nng_1	4nnk_1
13484	3ch2_1	2wbf_1
13485	1kp6_1	1kp6_1
13486	4alz_1	4alz_1
13487	1sdb_1	5boq_2
13488	3myi_1	3myi_1
13489	1z78_1	1za4_1
13490	4r12_1	4r12_1
13491	3uek_1	3uek_1
13492	5m1q_1	5m1f_1
13493	4hsq_1	3qdh_1
13494	5f9q_1	5f9q_1
13495	2v04_1	4cnl_1
13496	1o3x_1	1oxz_1
13497	4bwr_1	4bwr_1
13498	3pf2_1	3pf2_1
13499	2plw_1	2plw_1
13500	4wfw_1	4wfw_1
13501	4ozx_1	4ozx_1
13502	3nsj_1	3nsj_1
13503	1yts_1	3f99_1
13504	2wnk_1	2wnk_1
13505	2opf_1	2opf_1
13506	1k3w_1	2opf_1
13507	5dma_1	5dma_1
13508	3wju_1	3wjv_1
13509	5i99_1	3rze_1
13510	5iwz_1	5iwz_1
13511	4i0o_1	4i0o_1
13512	3g5b_1	3g5b_1
13513	4g29_1	4g29_1
13514	3v3t_1	3v3t_1
13515	4xcq_1	3v3t_1
13516	1har_1	1har_1
13517	4kse_1	1har_1
13518	5e7h_1	5e7g_1
13519	1h7l_1	1h7l_1
13520	1ifg_1	1ecz_1
13521	2anr_1	2anr_1
13522	2y4z_1	2y4z_1
13523	5lm1_1	5lm1_1
13524	3tu8_1	3tu8_1
13525	3tua_1	3tu8_1
13526	4l1z_1	1ntf_1
13527	4l1y_1	1ntf_1
13528	1sra_1	1sra_1
13529	5ed7_1	5ed7_1
13530	1dvo_1	1dvo_1
13531	4ep2_1	3rze_1
13532	4eq0_1	3rze_1
13533	1hvc_1	3rze_1
13534	2fm9_1	2fm9_1
13535	4qlh_1	3rze_1
13536	3kt2_1	3rze_1
13537	1lv1_1	3rze_1
13538	1g6l_1	3rze_1
13539	3kt5_1	3rze_1
13540	3n3i_1	3rze_1
13541	4q5m_1	3rze_1
13542	5k2x_1	5k2x_1
13543	1yz6_1	1yz7_1
13544	1ua7_1	3dc0_1
13545	3dc0_1	3dc0_1
13546	2z84_1	2z84_1
13547	4oz9_1	5uh0_3
13548	1yu8_1	3mye_1
13549	3myc_1	3mye_1
13550	3mye_1	3mye_1
13551	3nkj_1	3mye_1
13552	1yu5_1	3mye_1
13553	1yu7_1	3mye_1
13554	2rjv_1	3mye_1
13555	5ixp_1	5ixp_1
13556	2v4x_1	2v4x_1
13557	1xf8_1	4ii9_1
13558	1ne9_1	4ii9_1
13559	1xe4_1	4ii9_1
13560	4y0l_1	4y0l_1
13561	1c52_1	1foc_1
13562	1k7y_1	3bul_1
13563	3gmi_1	3gmi_1
13564	3njt_1	3njt_1
13565	1lsl_1	3r6b_1
13566	4ann_1	4ann_1
13567	3m8b_1	3m8b_1
13568	3rgm_1	3m8b_1
13569	1nqf_1	3m8b_1
13570	3rgn_1	3m8b_1
13571	1nqe_1	3m8b_1
13572	5e6v_1	2p26_1
13573	2p26_1	2p26_1
13574	1cpo_1	1cpo_1
13575	2bib_1	4cnl_1
13576	1f32_1	1f32_1
13577	3l3f_1	3rze_1
13578	3q8j_1	3q8j_1
13579	3zyp_1	3zyp_1
13580	1bm8_1	1mb1_1
13581	1jmm_1	3iox_1
13582	4lya_1	4lya_1
13583	1rrj_1	1ois_1
13584	1rmg_1	1rmg_1
13585	1hxi_1	1hxi_1
13586	2jll_1	2jll_1
13587	4rs9_1	4rru_1
13588	4yo2_1	4yo2_1
13589	2nsz_1	2ion_1
13590	4wt3_1	4wt3_1
13591	5dom_1	5dom_1
13592	1cb8_1	1hm2_1
13593	1b0j_1	7acn_1
13594	5acn_1	7acn_1
13595	1ami_1	7acn_1
13596	3u50_1	3u50_1
13597	4jp6_1	4jp6_1
13598	4euv_1	3rze_1
13599	4eu0_1	3rze_1
13600	1un2_1	3l9s_1
13601	1d3l_1	1d3l_1
13602	4mgq_1	4mgq_1
13603	1ofl_1	1dbg_1
13604	3eeh_1	3eeh_1
13605	1c96_1	7acn_1
13606	1b0k_1	7acn_1
13607	1b0m_1	7acn_1
13608	3a4c_1	3a4c_1
13609	3c5v_1	3c5v_1
13610	3lyw_1	3lyw_1
13611	3bm8_1	3f99_1
13612	3blt_1	3f99_1
13613	1sj8_1	1sj8_1
13614	3sij_1	3sij_1
13615	3sig_1	3sij_1
13616	5t12_1	5t12_1
13617	1y2f_1	1f47_1
13618	4zow_1	4zp0_1
13619	3asi_1	3mw3_1
13620	5hp4_1	5hp4_1
13621	2ckx_1	2ckx_1
13622	4z7p_1	4z7p_1
13623	4lfq_1	4z7p_1
13624	1za4_1	1za4_1
13625	5h7v_1	5h7v_1
13626	4krr_1	4krr_1
13627	3mj6_1	5feb_1
13628	3bud_1	1ps3_1
13629	1qwn_1	1ps3_1
13630	1qwu_1	1ps3_1
13631	5eh1_1	5eh1_1
13632	4rax_1	4rax_1
13633	1bu2_1	1bu2_1
13634	4pi8_1	4pi8_1
13635	4pi7_1	4pi8_1
13636	4b3f_1	4b3f_1
13637	3zx7_1	3zx7_1
13638	5ml2_1	4jv6_1
13639	1z59_1	1mu5_1
13640	4msl_1	4msl_1
13641	3f6k_1	4msl_1
13642	4rm6_1	2odl_1
13643	3pvh_1	3pvh_1
13644	3ptj_1	3pvh_1
13645	2hpj_1	2hpl_1
13646	2hpl_1	2hpl_1
13647	1xmt_1	2il4_1
13648	3bqi_1	3cml_1
13649	1xak_1	1xak_1
13650	5haz_1	5haz_1
13651	5hax_1	5hax_1
13652	1miz_1	3ivf_1
13653	1bhe_1	1bhe_1
13654	3rsn_1	3s32_1
13655	1b9k_1	3rze_1
13656	2nxf_1	2nxf_1
13657	2yv6_1	2ims_1
13658	4w79_1	3c9q_1
13659	3c9q_1	3c9q_1
13660	1ijb_1	5bv8_1
13661	5cmw_1	5cmw_1
13662	2atf_1	4ubh_1
13663	1xfi_1	1xfi_1
13664	1r5m_1	1r5m_1
13665	4pey_1	4pey_1
13666	2ila_1	2ila_1
13667	3dze_1	3dze_1
13668	1ean_1	1ean_1
13669	4ihk_1	2xgg_1
13670	4igi_1	2xgg_1
13671	4u7i_1	4u7i_1
13672	5gnb_1	5gnb_1
13673	5hrb_1	5hrb_1
13674	3nbi_1	3nbi_1
13675	3lqh_1	3lqh_1
13676	4z96_1	5c56_1
13677	5b5r_1	5b5r_1
13678	2hko_1	2hko_1
13679	2dw4_1	2hko_1
13680	2ejr_1	2hko_1
13681	3q1c_1	3q1c_1
13682	3dh8_1	5hio_1
13683	4ehw_1	4ehw_1
13684	5c5g_1	3rze_1
13685	3zja_1	3zja_1
13686	1g81_1	1g81_1
13687	1jd3_1	1g81_1
13688	1fw9_1	1g81_1
13689	2gui_1	2gui_1
13690	1hq0_1	1hq0_1
13691	1hzg_1	1hq0_1
13692	2cw7_1	2cw7_1
13693	2fbo_1	2fbo_1
13694	1gui_1	1gui_1
13695	4k6e_1	4k6e_1
13696	4uvk_1	4uvj_1
13697	4nz7_1	4iqm_1
13698	2oce_1	3bzc_1
13699	5hd9_1	5hd9_1
13700	2yzy_1	2yzy_1
13701	3df7_1	3df7_1
13702	2okt_1	3h70_1
13703	4he5_1	4he5_1
13704	3onj_1	3onj_1
13705	2imr_1	2imr_1
13706	3mp2_1	3mp2_1
13707	1ukf_1	1ukf_1
13708	2nrj_1	2nrj_1
13709	4o8s_1	4o8s_1
13710	2pge_1	2pge_1
13711	4p0d_1	4p0d_1
13712	2im9_1	2im9_1
13713	2ipq_1	2ipq_1
13714	3lky_1	3rze_1
13715	3i2d_1	4fo9_1
13716	4u7e_1	4u7e_1
13717	1vfq_1	4liz_1
13718	5f7v_1	5f7v_1
13719	4um2_1	4um2_1
13720	4mhc_1	4mhc_1
13721	4r6y_1	4r6y_1
13722	2hvq_1	2hvq_1
13723	2vuw_1	3rze_1
13724	4d86_1	3rze_1
13725	5cot_1	5cot_1
13726	5cou_1	5cot_1
13727	4rya_1	4rya_1
13728	4hb9_1	4hb9_1
13729	1u04_1	1u04_1
13730	4gyg_1	4gyg_1
13731	4ccz_1	4ccz_1
13732	5jd9_1	5jd9_1
13733	1eq6_1	1eq6_1
13734	5ak8_1	5ak8_1
13735	5ak7_1	5ak8_1
13736	5ez7_1	5ez7_1
13737	4fye_1	4fye_1
13738	2odt_1	2odt_1
13739	1xv5_1	1xv5_1
13740	2xvs_1	2xvs_1
13741	3lyr_1	3lyr_1
13742	3uv5_1	3rze_1
13743	2qp2_1	2qp2_1
13744	5hgz_1	5hgz_1
13745	4xgl_1	4xgl_1
13746	4mo9_1	4mo9_1
13747	4n03_1	4n03_1
13748	4ztk_1	4ztk_1
13749	4kv7_1	4kv7_1
13750	3o6p_1	3o6p_1
13751	4gou_1	4gou_1
13752	3lax_1	3lax_1
13753	3feu_1	3feu_1
13754	4kqc_1	4kqc_1
13755	5ev7_1	5ev7_1
13756	4fca_1	5ev7_1
13757	4lpq_1	4lpq_1
13758	3oj0_1	3oj0_1
13759	5i45_1	5i45_1
13760	2qru_1	2qru_1
13761	3f67_1	3f67_1
13762	2i5u_1	2i5u_1
13763	4r7r_1	4r7r_1
13764	3ozh_1	3ozh_1
13765	4xxt_1	4xxt_1
13766	4pkq_1	1jky_1
13767	2il5_1	2il5_1
13768	3gjy_1	3gjy_1
13769	1u84_1	1u84_1
13770	4h4n_1	4h4n_1
13771	1zma_1	1zma_1
13772	5feb_1	5feb_1
13773	3nji_1	3nji_1
13774	3exn_1	3exn_1
13775	4ius_1	4ius_1
13776	1z67_1	1z67_1
13777	4hd1_1	4hd1_1
13778	3rnl_1	3rnl_1
13779	3ey5_1	3ey5_1
13780	3b79_1	3b79_1
13781	2gwn_1	2gwn_1
13782	3ff4_1	3ff4_1
13783	4gb7_1	4gb7_1
13784	3pnn_1	3pnn_1
13785	4gxt_1	4gxt_1
13786	3ll7_1	3ll7_1
13787	1pv5_1	1pv5_1
13788	2r9i_1	2r9i_1
13789	4jwo_1	4q8r_1
13790	4it3_1	4it3_1
13791	3mt0_1	3mt0_1
13792	4pgr_1	4pgr_1
13793	3m4r_1	3m4r_1
13794	4rgi_1	4rgi_1
13795	4maa_1	4maa_1
13796	3rmq_1	3rmq_1
13797	3p9z_1	3p9z_1
13798	4s1p_1	4s1p_1
13799	4neo_1	4neo_1
13800	3hrl_1	3hrl_1
13801	3ocj_1	3ocj_1
13802	3c9p_1	3c9p_1
13803	4m0m_1	4m0m_1
13804	3d3y_1	3d3y_1
13805	3mqz_1	3mqz_1
13806	4ruw_1	4ruw_1
13807	3b49_1	3b49_1
13808	2p0t_1	2p0t_1
13809	3rns_1	1yhf_2
13810	4xed_1	4xed_1
13811	5for_1	5for_1
13812	4m7o_1	4m7o_1
13813	4ovj_1	5f7v_1
13814	2r39_1	2r39_1
13815	4m88_1	4m88_1
13816	4ljs_1	4ljs_1
13817	5u6z_1	5u6z_1
13818	4q6b_1	1usg_1
13819	4p9a_1	2znl_1
13820	4gne_1	2g6q_1
13821	2r5f_1	2r5f_1
13822	3l9u_1	3l9u_1
13823	2gu3_1	2gu3_1
13824	5tf3_1	5tf3_1
13825	3fay_1	3fay_1
13826	3nbm_1	3nbm_1
13827	3qqz_1	3qqz_1
13828	3bjn_1	3bjn_1
13829	3dmn_1	3dmn_1
13830	4rdc_1	4rdc_1
13831	5c0p_1	5c0p_1
13832	5hqh_1	5hqh_1
13833	4r9n_1	4r9n_1
13834	3tt2_1	3tt2_1
13835	4whi_1	4whi_1
13836	4ovk_1	4ovk_1
13837	4lzh_1	4lzh_1
13838	2xhh_1	2xhh_1
13839	2z9z_1	2z9z_1
13840	2e3m_1	2z9z_1
13841	3ho3_1	3a9g_1
13842	3kp8_1	3kp8_1
13843	2b4v_1	2b4v_1
13844	5elk_1	5elk_1
13845	3h15_1	3h15_1
13846	3rb8_1	3r4v_1
13847	2b7u_1	2b7u_1
13848	1l8j_1	1l8j_1
13849	2ayd_1	2ayd_1
13850	1fo9_1	1fo9_1
13851	16vp_1	16vp_1
13852	1fsu_1	1fsu_1
13853	3ubh_1	4zpo_1
13854	1rl6_1	1rl6_1
13855	3i2v_1	3i2v_1
13856	1ej8_1	1qup_1
13857	1wlf_1	1wlf_1
13858	5i35_1	5i35_1
13859	1rni_1	3m1m_1
13860	1ro0_1	3m1m_1
13861	5hh7_1	5hh7_1
13862	5x2g_1	5x2g_1
13863	2o55_1	3mz2_1
13864	3u7e_1	3rze_1
13865	3m1m_1	3m1m_1
13866	1y9l_1	1y9l_1
13867	4tv0_1	4tv0_1
13868	3g5t_1	3g5t_1
13869	3ll1_1	3rze_1
13870	3ll2_1	3rze_1
13871	1mij_1	1mij_1
13872	5er3_1	3g1w_1
13873	5efr_1	5efr_1
13874	2o0i_1	1ywm_1
13875	2h6m_1	2a4o_1
13876	2a4o_1	2a4o_1
13877	1mn4_1	2etw_1
13878	3tss_1	3rze_1
13879	4tss_1	3rze_1
13880	4hlj_1	4u3h_1
13881	4gjy_1	3uyj_1
13882	2ibb_1	2ibb_1
13883	1n1f_1	1n1f_1
13884	4wiq_1	4wiq_1
13885	1anv_1	1anv_1
13886	2waz_1	1anv_1
13887	4o6g_1	4o6g_1
13888	2oci_1	3rze_1
13889	2ock_1	3rze_1
13890	1cwv_1	1cwv_1
13891	4b6w_1	4b6w_1
13892	4wae_1	4wae_1
13893	3w1e_1	3w1e_1
13894	4lvi_1	4lvi_1
13895	1ps9_1	1ps9_1
13896	3vkw_1	3vkw_1
13897	5ezm_1	5ezm_1
13898	1ovb_1	1gvc_1
13899	1gvc_1	1gvc_1
13900	1gv8_1	1gvc_1
13901	4kg9_1	2f1y_1
13902	2d81_1	2d81_1
13903	2d80_1	2d81_1
13904	3ikw_1	3ina_1
13905	4pqd_1	1mwp_1
13906	1l2p_1	1l2p_1
13907	2ra1_1	2ra1_1
13908	3cp5_1	3cp5_1
13909	2fgt_1	2fgt_1
13910	3fhh_1	3fhh_1
13911	1eb6_1	1eb6_1
13912	4ajv_1	4ajv_1
13913	4h7w_1	4h7w_1
13914	5j7t_1	5c56_1
13915	1cyx_1	1cyx_1
13916	1yjl_1	1sdw_1
13917	1yjk_1	1sdw_1
13918	4dni_1	4dni_1
13919	1wy6_1	1wy6_1
13920	2agk_1	2agk_1
13921	4wy9_1	4wy9_1
13922	1mt6_1	1n6c_1
13923	3ats_1	3ats_1
13924	3mew_1	3rze_1
13925	4uy6_1	4uy5_1
13926	3w1b_1	3w1b_1
13927	3l41_1	3l41_1
13928	2xse_1	2xse_1
13929	3a0n_1	3a0n_1
13930	4n74_1	4c00_1
13931	4z8w_1	4z8w_1
13932	1vas_1	1eni_1
13933	2zzj_1	2zzj_1
13934	3k10_1	3k10_1
13935	1cid_1	1cid_1
13936	4rru_1	4rru_1
13937	4wa0_1	4wa0_1
13938	2xxn_1	2f1y_1
13939	4wsf_1	4wsf_1
13940	1a0b_1	1a0b_1
13941	2yh5_1	2yh5_1
13942	2pia_1	2pia_1
13943	5irs_1	2r2y_1
13944	4cnl_1	4cnl_1
13945	4r8t_1	4r8t_1
13946	1deo_1	1deo_1
13947	3c1u_1	1deo_1
13948	1s2k_1	1s2k_1
13949	3tvy_1	3txa_1
13950	1pa9_1	3f99_1
13951	1c7k_1	1c7k_1
13952	1nnd_1	1har_1
13953	1g12_1	1g12_1
13954	1rw1_1	1rw1_1
13955	1lng_1	1lng_1
13956	1vpr_1	1vpr_1
13957	5e76_1	5e75_1
13958	5j6q_1	5j6q_1
13959	4qpw_1	4mgs_1
13960	4mgs_1	4mgs_1
13961	2r0s_1	2r0s_1
13962	3w0f_1	1tdh_1
13963	4xyo_1	3bs1_1
13964	2jhd_1	2jhd_1
13965	1h09_1	4cnl_1
13966	2x5n_1	2x5n_1
13967	1zyo_1	1zyo_1
13968	1jx6_1	1jx6_1
13969	1muf_1	1n6c_1
13970	1ad6_1	2r7g_1
13971	4iuw_1	4iuw_1
13972	1a0i_1	1a0i_1
13973	2vvd_1	2vvd_1
13974	1eut_1	1eut_1
13975	5k0m_1	3jpx_1
13976	4fqe_1	4fqe_1
13977	4uj7_1	5ftx_1
13978	2plc_1	5ptd_1
13979	3aqk_1	4wby_1
13980	1lml_1	1lml_1
13981	1s5j_1	1s5j_1
13982	2bs8_1	2bsb_1
13983	2bs7_1	2bsb_1
13984	1av6_1	4dcg_1
13985	4f11_1	4f11_1
13986	1ej9_1	1ois_1
13987	1nh3_1	1ois_1
13988	1w0n_1	1w0n_1
13989	1vyi_1	1vyi_1
13990	5te5_1	5te5_1
13991	4rwc_1	4rwc_1
13992	2gnx_1	2gnx_1
13993	5f0n_1	5frs_1
13994	5f0o_1	5frs_1
13995	4q6l_1	4q6l_1
13996	1i9w_1	1i9w_1
13997	1oie_1	1ush_1
13998	4qpt_1	3to8_1
13999	3fbl_1	3fbl_1
14000	4z2b_1	4zkf_1
14001	4z0v_1	4zkf_1
14002	4xqm_1	4xqm_1
14003	1cvr_1	1cvr_1
14004	5x4r_1	5x4r_1
14005	1e6w_1	3rze_1
14006	4otv_1	4otv_1
14007	4qpy_1	4ous_1
14008	1kcb_1	3rze_1
14009	1rzp_1	3rze_1
14010	1nia_1	3rze_1
14011	4aj1_1	3rze_1
14012	4n8u_1	3rze_1
14013	1hup_1	4zrw_1
14014	3qkw_1	3rhz_1
14015	1ndt_1	2zwn_1
14016	2inu_1	2inu_1
14017	1bk4_2	1spi_1
14018	4we8_1	2wr0_1
14019	4cy9_1	4cyb_1
14020	1tgu_1	1m7s_1
14021	4mc5_1	2wr0_1
14022	3ete_1	1gtm_1
14023	1hwy_1	1gtm_1
14024	3m3r_1	3rze_1
14025	7ahl_1	3rze_1
14026	3m4d_1	3rze_1
14027	3ipv_1	2jec_1
14028	1a0e_1	1a0c_1
14029	3ej6_1	1m7s_1
14030	3duz_1	3duz_1
14031	1t90_1	3rze_1
14032	3upg_1	3uu2_1
14033	3uu2_1	3uu2_1
14034	1osm_1	3uu2_1
14035	2xe2_1	3uu2_1
14036	1pho_1	3uu2_1
14037	3fyx_1	3uu2_1
14038	1hxu_1	3uu2_1
14039	1hxt_1	3uu2_1
14040	1gfp_1	3uu2_1
14041	1bt9_1	3uu2_1
14042	1gfq_1	3uu2_1
14043	1hxx_1	3uu2_1
14044	1mpf_1	3uu2_1
14045	1gfo_1	3uu2_1
14046	2omf_1	3uu2_1
14047	1gfm_1	3uu2_1
14048	1gfn_1	3uu2_1
14049	1yqn_1	1w55_1
14050	1lld_1	1hyg_1
14051	2xe1_1	3uu2_1
14052	3wnq_1	3rze_1
14053	3wfv_1	2zfc_1
14054	1enz_2	3rze_1
14055	1eny_2	3rze_1
14056	2ntv_1	3rze_1
14057	2dph_1	3rze_1
14058	1ipe_2	3rze_1
14059	1bq5_1	3rze_1
14060	5fuv_1	3rze_1
14061	1xx7_1	1yoy_2
14062	1twl_2	3rze_1
14063	4o5h_3	3rze_1
14064	1qhv_1	4xl8_1
14065	3gwm_1	3rze_1
14066	4juv_1	1kq2_1
14067	3gib_1	1kq2_1
14068	4jli_1	1kq2_1
14069	1fug_1	4odj_1
14070	1mas_1	3rze_1
14071	3rvd_3	1hdg_1
14072	3qe3_1	3rze_1
14073	3zho_1	4la4_1
14074	4lnf_1	3rze_1
14075	1lrt_1	3rze_1
14076	1pvn_1	3rze_1
14077	3eoj_1	3bsd_1
14078	3n2x_1	3rze_1
14079	1bl8_1	2ptm_1
14080	3muc_1	3rze_1
14081	3g77_1	1r9y_1
14082	2ggu_1	4zrw_1
14083	1yl5_1	1c3v_1
14084	3vni_1	4pfh_1
14085	1wbh_1	3rze_1
14086	2bmu_1	3rze_1
14087	2wn2_1	1czs_1
14088	1x0u_1	3rze_1
14089	3bbc_1	3rze_1
14090	1nue_1	3rze_1
14091	1y8t_1	3rze_1
14092	3csu_1	4ekn_1
14093	1be4_1	3rze_1
14094	3icc_1	3rze_1
14095	2b4k_1	1mpx_1
14096	2yn6_1	2yn6_1
14097	1dhs_1	1rlz_1
14098	3kw8_1	3rze_1
14099	3c1j_1	2b2f_1
14100	3c1h_1	2b2f_1
14101	2npk_1	2b2f_1
14102	2npc_1	2b2f_1
14103	2now_1	2b2f_1
14104	2npd_1	2b2f_1
14105	3c1i_1	2b2f_1
14106	2npe_1	2b2f_1
14107	2npg_1	2b2f_1
14108	1xqe_1	2b2f_1
14109	2nmr_1	2b2f_1
14110	1u77_1	2b2f_1
14111	1gyp_1	1hdg_1
14112	1a7k_1	1hdg_1
14113	1xiv_1	3rze_1
14114	1u4o_1	3rze_1
14115	1tfp_2	1f86_2
14116	1b44_1	1b44_1
14117	5lzi_1	1b44_1
14118	1djr_1	1b44_1
14119	3io0_1	3rze_1
14120	3fpp_1	3fpp_1
14121	4hfb_1	4x5t_1
14122	3eam_1	4x5t_1
14123	3p4w_1	4x5t_1
14124	4npp_1	4x5t_1
14125	3lsv_1	4x5t_1
14126	3vnx_1	3vnx_1
14127	1a4s_1	3rze_1
14128	1s55_1	1jtz_1
14129	4fc6_1	3rze_1
14130	2g2p_1	3qva_1
14131	1bd3_1	2ehj_1
14132	2wox_1	3rze_1
14133	3ehk_1	1fxz_1
14134	4f3j_1	4ous_1
14135	4bgv_1	1hyg_1
14136	5vdi_1	4x5t_1
14137	4gy4_1	3rze_1
14138	3bfp_1	2npo_1
14139	1hdg_1	1hdg_1
14140	1yl6_1	1c3v_1
14141	3zbm_1	3rze_1
14142	2yqb_1	3rze_1
14143	3ziy_1	3rze_1
14144	2o9e_1	3rze_1
14145	1xwo_1	3rze_1
14146	2o9g_1	3rze_1
14147	5f38_1	3rze_1
14148	1e3h_1	4nbq_1
14149	2o2y_1	3rze_1
14150	2zoo_1	3rze_1
14151	3wcr_1	2jec_1
14152	1v6a_1	3rze_1
14153	2cvo_1	2cvo_1
14154	4juf_1	4mpr_1
14155	4k9o_1	4mpr_1
14156	3f6b_1	4mpr_1
14157	1yno_1	4mpr_1
14158	4k9n_1	4mpr_1
14159	4k9m_1	4mpr_1
14160	4k9l_1	4mpr_1
14161	4k9k_1	4mpr_1
14162	4k9p_1	4mpr_1
14163	3h4f_1	3rze_1
14164	1zdq_1	2zwn_1
14165	3h56_1	2zwn_1
14166	1et7_1	2zwn_1
14167	1l9o_1	2zwn_1
14168	1l9p_1	2zwn_1
14169	2e86_1	3rze_1
14170	1sjm_1	3rze_1
14171	1l9q_1	2zwn_1
14172	1l9r_1	2zwn_1
14173	1l9s_1	2zwn_1
14174	1l9t_1	2zwn_1
14175	1et8_1	2zwn_1
14176	1et5_1	2zwn_1
14177	1ls3_1	4bhd_1
14178	1rv3_1	4bhd_1
14179	1rvu_1	4bhd_1
14180	4jnk_1	3rze_1
14181	4ajp_1	3rze_1
14182	4l4r_1	3rze_1
14183	1k9s_1	3rze_1
14184	1a69_1	3rze_1
14185	1otx_1	3rze_1
14186	1z33_1	3rze_1
14187	2isc_1	3rze_1
14188	2obe_1	2iny_1
14189	1p30_1	2iny_1
14190	1p2z_1	2iny_1
14191	1bzy_1	3rze_1
14192	4qqo_1	4ous_1
14193	4qqp_1	4ous_1
14194	4qqh_1	4ous_1
14195	4qq2_1	4ous_1
14196	3bhs_1	3b9w_1
14197	3riq_1	3riq_1
14198	1ejb_1	1nqw_1
14199	1npt_1	1hdg_1
14200	2gd1_1	1hdg_1
14201	3dbv_1	1hdg_1
14202	1dbv_1	1hdg_1
14203	2vd3_1	2vd2_1
14204	3jv1_1	3jv1_1
14205	2r5k_1	2r5k_1
14206	1ar4_1	1my6_1
14207	1dci_1	3rze_1
